"","n","parameter","estimation"
"169","100","omega",1e-12
"170","100","omega",1e-12
"171","100","omega",0.187961404807336
"172","100","omega",0.00428818211020008
"173","100","omega",1e-12
"174","100","omega",1e-12
"175","100","omega",0.0949511337966866
"176","100","omega",0.034076492274294
"177","100","omega",0.0979235505076993
"178","100","omega",1e-12
"179","100","omega",0.112110470854987
"180","100","omega",0.000356233141527018
"181","100","omega",1e-12
"182","100","omega",0.387439156408526
"183","100","omega",1e-12
"184","100","omega",0.0412250804764033
"185","100","omega",1e-12
"186","100","omega",0.00227087857368231
"187","100","omega",0.283314879431447
"188","100","omega",0.0617740908655974
"189","100","omega",1e-12
"190","100","omega",1e-12
"191","100","omega",0.00756650238472959
"192","100","omega",0.0593525244767799
"193","100","omega",0.058869487267639
"194","100","omega",1e-12
"195","100","omega",1e-12
"196","100","omega",0.288440409659911
"197","100","omega",0.000817680368595944
"198","100","omega",1e-12
"199","100","omega",0.0223229179313211
"200","100","omega",1e-12
"201","100","alpha",1e-06
"202","100","alpha",0.173242548918313
"203","100","alpha",0.259811001815308
"204","100","alpha",0.128733233161277
"205","100","alpha",0.275323520076966
"206","100","alpha",0.0770995483595864
"207","100","alpha",0.0194430706624454
"208","100","alpha",0.320845065990281
"209","100","alpha",1e-06
"210","100","alpha",0.0726761504421711
"211","100","alpha",1e-06
"212","100","alpha",0.0553947089155567
"213","100","alpha",0.218127149583243
"214","100","alpha",1e-06
"215","100","alpha",1e-06
"216","100","alpha",0.0821608177797349
"217","100","alpha",0.0948731435530087
"218","100","alpha",0.0760124764842116
"219","100","alpha",0.0809407505555702
"220","100","alpha",0.0699809405847136
"221","100","alpha",0.17596211428858
"222","100","alpha",1e-06
"223","100","alpha",0.110838231296293
"224","100","alpha",1e-06
"225","100","alpha",1e-06
"226","100","alpha",0.0559356078849837
"227","100","alpha",0.15444901552022
"228","100","alpha",1e-06
"229","100","alpha",1e-06
"230","100","alpha",1e-06
"231","100","alpha",1e-06
"232","100","alpha",1e-06
"233","100","alpha",1e-06
"234","100","alpha",0.0585647660709392
"235","100","alpha",1e-06
"236","100","alpha",1e-06
"237","100","alpha",1e-06
"238","100","alpha",0.0633550221676696
"239","100","alpha",1e-06
"240","100","alpha",0.089906207655999
"241","100","alpha",1e-06
"242","100","alpha",0.0781770686936352
"243","100","alpha",0.0878495839711449
"244","100","alpha",0.0542063442204661
"245","100","alpha",0.149237252905009
"246","100","alpha",0.080933209754584
"247","100","alpha",1e-06
"248","100","alpha",0.120181980933557
"249","100","alpha",0.056441472079991
"250","100","alpha",0.131128964373178
"251","100","alpha",1e-06
"252","100","alpha",0.147384877407998
"253","100","alpha",0.0852578433941981
"254","100","alpha",0.149853802904767
"255","100","alpha",0.130632327190727
"256","100","alpha",0.0251207195765213
"257","100","alpha",1e-06
"258","100","alpha",0.0850945645733236
"259","100","alpha",0.211004790690344
"260","100","alpha",1e-06
"261","100","alpha",0.0611371943695291
"262","100","alpha",0.0881515359967085
"263","100","alpha",0.344984341259854
"264","100","alpha",1e-06
"265","100","alpha",1e-06
"266","100","alpha",0.030710500117498
"267","100","alpha",0.0771076032925033
"268","100","alpha",0.0470366418800772
"269","100","alpha",0.103913678264263
"270","100","alpha",0.0181414846848238
"271","100","alpha",0.266184250809538
"272","100","alpha",1e-06
"273","100","alpha",1e-06
"274","100","alpha",0.0750842811464519
"275","100","alpha",0.339675158392126
"276","100","alpha",1e-06
"277","100","alpha",1e-06
"278","100","alpha",0.104553315830874
"279","100","alpha",1e-06
"280","100","alpha",1e-06
"281","100","alpha",0.0244201204116132
"282","100","alpha",0.225526606112101
"283","100","alpha",0.106541647334051
"284","100","alpha",0.0358663528233117
"285","100","alpha",0.118410245628597
"286","100","alpha",1e-06
"287","100","alpha",0.152680009160615
"288","100","alpha",1e-06
"289","100","alpha",0.102743093091214
"290","100","alpha",0.0115964772154227
"291","100","alpha",0.099982996207705
"292","100","alpha",1e-06
"293","100","alpha",1e-06
"294","100","alpha",0.0615384867702938
"295","100","alpha",0.255026806552143
"296","100","alpha",1e-06
"297","100","alpha",1e-06
"298","100","alpha",0.0598348597663931
"299","100","alpha",0.0367572390983488
"300","100","alpha",0.147229822221995
"301","100","beta",0.89624567584444
"302","100","beta",0.487852981259276
"303","100","beta",0.170539618258097
"304","100","beta",0.569310343211961
"305","100","beta",0.439549457072669
"306","100","beta",0.291141173364951
"307","100","beta",0.78529147933939
"308","100","beta",1e-06
"309","100","beta",0.99925831576995
"310","100","beta",0.258622634466106
"311","100","beta",0.793842638400282
"312","100","beta",0.658095242246016
"313","100","beta",0.118105545700614
"314","100","beta",0.999999
"315","100","beta",0.998922387212298
"316","100","beta",0.562192294204972
"317","100","beta",0.528708407560812
"318","100","beta",0.654643589432926
"319","100","beta",0.559933007509539
"320","100","beta",0.606855886977493
"321","100","beta",0.565080907281252
"322","100","beta",0.57097030875501
"323","100","beta",0.595226839476067
"324","100","beta",0.968626736342629
"325","100","beta",0.999728171216371
"326","100","beta",0.863611842872263
"327","100","beta",0.711172823358853
"328","100","beta",0.757679339088361
"329","100","beta",0.832333829203431
"330","100","beta",0.844672980092527
"331","100","beta",0.938508998519212
"332","100","beta",0.997279212489938
"333","100","beta",0.87198327278994
"334","100","beta",0.611202077446522
"335","100","beta",0.847009615781185
"336","100","beta",0.584864382506018
"337","100","beta",0.818403106815066
"338","100","beta",0.496996646726968
"339","100","beta",0.93664395447072
"340","100","beta",0.424463402973147
"341","100","beta",0.625222015228811
"342","100","beta",0.680635715254569
"343","100","beta",0.765778174375215
"344","100","beta",0.402984881446953
"345","100","beta",0.657896601458619
"346","100","beta",1e-06
"347","100","beta",0.999999
"348","100","beta",0.663867909051177
"349","100","beta",0.719962200002434
"350","100","beta",0.577203623432449
"351","100","beta",0.881450248064702
"352","100","beta",0.326507354879419
"353","100","beta",0.525343681626348
"354","100","beta",1e-06
"355","100","beta",0.698547188189456
"356","100","beta",0.897112911345158
"357","100","beta",0.824781959857266
"358","100","beta",0.75001650018748
"359","100","beta",0.705315111082153
"360","100","beta",0.866642088171984
"361","100","beta",0.703638724212223
"362","100","beta",0.447879951534087
"363","100","beta",0.0944826012202532
"364","100","beta",0.804935696701402
"365","100","beta",0.998136066221702
"366","100","beta",0.890704315620562
"367","100","beta",0.687087901885387
"368","100","beta",0.707599496636831
"369","100","beta",0.709377308741478
"370","100","beta",0.953535456624127
"371","100","beta",0.35597567299189
"372","100","beta",0.993932742364989
"373","100","beta",0.998822067175226
"374","100","beta",0.362905104232281
"375","100","beta",0.255507493725303
"376","100","beta",0.948768156467632
"377","100","beta",0.788830268231699
"378","100","beta",0.538513490401287
"379","100","beta",0.777739165449522
"380","100","beta",0.999999
"381","100","beta",0.949286905933199
"382","100","beta",1e-06
"383","100","beta",0.536445411733101
"384","100","beta",0.614621848387862
"385","100","beta",0.602384231029889
"386","100","beta",0.992418093900892
"387","100","beta",0.246384332207624
"388","100","beta",0.886538919236412
"389","100","beta",0.75385173053451
"390","100","beta",0.76805511570271
"391","100","beta",0.629084892624338
"392","100","beta",0.88593893296098
"393","100","beta",0.905880097684769
"394","100","beta",0.664433585056423
"395","100","beta",0.266501747496213
"396","100","beta",0.643460352565163
"397","100","beta",0.999999
"398","100","beta",0.603968289929246
"399","100","beta",0.742029918311577
"400","100","beta",0.298318441021389
"401","100","theta",0.0221241105118283
"402","100","theta",1.14998849899939
"403","100","theta",1.067637761792
"404","100","theta",1.33459788247461
"405","100","theta",0.659054179971374
"406","100","theta",1.67619282564806
"407","100","theta",2.0431372004263
"408","100","theta",0.428795220941988
"409","100","theta",0.0794564448835878
"410","100","theta",1.9075140985133
"411","100","theta",0.0279241615279017
"412","100","theta",1.71966768470675
"413","100","theta",0.737672222635734
"414","100","theta",0.097931350329125
"415","100","theta",0.104088033361343
"416","100","theta",1.58343609105133
"417","100","theta",1.60929224221563
"418","100","theta",1.39644555083617
"419","100","theta",0.190026727523981
"420","100","theta",1.58197923148582
"421","100","theta",1.06149035012717
"422","100","theta",-0.0559198431977238
"423","100","theta",1.28614446876153
"424","100","theta",0.20345932999946
"425","100","theta",0.390828138214857
"426","100","theta",0.97325893109463
"427","100","theta",0.641011584467629
"428","100","theta",0.0373602530225474
"429","100","theta",0.0406646438305688
"430","100","theta",0.0598917890578404
"431","100","theta",0.0591179612794777
"432","100","theta",0.0192752444178842
"433","100","theta",0.038897635022236
"434","100","theta",1.36325909497977
"435","100","theta",0.0590664011552896
"436","100","theta",-0.0232283032489799
"437","100","theta",0.0450432253709937
"438","100","theta",2.39563924649376
"439","100","theta",-0.0216649580648955
"440","100","theta",1.91472121914559
"441","100","theta",-0.0532263624048921
"442","100","theta",1.31367452448598
"443","100","theta",0.967750390770774
"444","100","theta",2.07536449064823
"445","100","theta",0.854360791830706
"446","100","theta",1.69378254936861
"447","100","theta",0.170085286477769
"448","100","theta",0.950095862410575
"449","100","theta",1.6403496945826
"450","100","theta",1.26309139944805
"451","100","theta",0.0684006014100997
"452","100","theta",1.52279469725885
"453","100","theta",1.67267875926665
"454","100","theta",0.714740539936688
"455","100","theta",0.933036313741107
"456","100","theta",1.28290018570238
"457","100","theta",0.0491402990196401
"458","100","theta",0.996930325170054
"459","100","theta",0.677762832722569
"460","100","theta",0.0299517855470457
"461","100","theta",1.25665132814275
"462","100","theta",1.96811229865964
"463","100","theta",0.818510272567693
"464","100","theta",0.0509837016133517
"465","100","theta",0.211765270635789
"466","100","theta",1.18502471851252
"467","100","theta",1.38100742374323
"468","100","theta",1.69849360487518
"469","100","theta",1.20601956336205
"470","100","theta",-0.929594682985974
"471","100","theta",0.4648794606063
"472","100","theta",-0.00551306083335753
"473","100","theta",0.139776870429245
"474","100","theta",2.05865026800064
"475","100","theta",0.692302214300423
"476","100","theta",0.365931336987015
"477","100","theta",0.0135379436942868
"478","100","theta",1.46551157323497
"479","100","theta",0.0646500893344509
"480","100","theta",0.336715632415822
"481","100","theta",0.676710717070648
"482","100","theta",0.552042838091507
"483","100","theta",1.45739297464766
"484","100","theta",3
"485","100","theta",1.07468656878529
"486","100","theta",0.000913238696481099
"487","100","theta",1.02204869943103
"488","100","theta",0.067180388373207
"489","100","theta",0.979875415814286
"490","100","theta",3
"491","100","theta",1.22476392620005
"492","100","theta",0.0681213825454029
"493","100","theta",0.0328999467037068
"494","100","theta",1.44655430730244
"495","100","theta",1.16357074400717
"496","100","theta",-0.0196945221705066
"497","100","theta",-0.0337013983520789
"498","100","theta",1.8028591709004
"499","100","theta",1.53230156831827
"500","100","theta",1.52625621896653
"501","1000","mu",0.0123221240901704
"502","1000","mu",-0.00796507959525867
"503","1000","mu",0.00336755671422853
"504","1000","mu",0.000577121111673164
"505","1000","mu",0.0260155157285919
"506","1000","mu",0.00362049580838503
"507","1000","mu",0.000162509343584788
"508","1000","mu",0.00608964168852269
"509","1000","mu",0.00126101831125361
"510","1000","mu",-0.0295028283926374
"511","1000","mu",-0.0165082374183909
"512","1000","mu",0.00391498942703384
"513","1000","mu",-0.00436400176029179
"514","1000","mu",0.0310434646446798
"515","1000","mu",0.0246199156244072
"516","1000","mu",0.00626880907887809
"517","1000","mu",-0.0380358122927381
"518","1000","mu",-0.0114537819486753
"519","1000","mu",0.0118397526835173
"520","1000","mu",-0.0369459707733313
"521","1000","mu",0.0145258082300321
"522","1000","mu",0.010389622696055
"523","1000","mu",-0.00821044685420749
"524","1000","mu",-0.00840211837373742
"525","1000","mu",-0.033320569345986
"526","1000","mu",-0.00800298437826256
"527","1000","mu",-0.0385617186097202
"528","1000","mu",-0.010932399128185
"529","1000","mu",0.0193001746510977
"530","1000","mu",-0.0297978872437398
"531","1000","mu",-0.0241007797164724
"532","1000","mu",0.0223977749580844
"533","1000","mu",0.00233225214432036
"534","1000","mu",0.000385232333362833
"535","1000","mu",0.00214978646519685
"536","1000","mu",-0.00121906633119234
"537","1000","mu",-0.0220911018678157
"538","1000","mu",-0.00333417321914465
"539","1000","mu",0.0141762419344163
"540","1000","mu",0.0196242925621043
"541","1000","mu",0.0175221501097457
"542","1000","mu",-0.0246403120587474
"543","1000","mu",0.0294383794572315
"544","1000","mu",-0.0291893849845499
"545","1000","mu",-0.0115114253951832
"546","1000","mu",-0.0630565683324669
"547","1000","mu",0.0105689141406183
"548","1000","mu",-0.0369998742958922
"549","1000","mu",-0.0104852252312918
"550","1000","mu",0.0241819454697775
"551","1000","mu",-0.0472272411334733
"552","1000","mu",-0.0208798366464914
"553","1000","mu",-0.0095398117910874
"554","1000","mu",-0.00170723571870233
"555","1000","mu",-0.0232200365474727
"556","1000","mu",-0.00918942292744273
"557","1000","mu",0.00340759706625776
"558","1000","mu",-0.00262478819748629
"559","1000","mu",0.0213882206829124
"560","1000","mu",0.0374206365316437
"561","1000","mu",-0.0358806768110189
"562","1000","mu",0.000281411271525704
"563","1000","mu",-0.03914097083444
"564","1000","mu",0.0349517456933514
"565","1000","mu",0.00226648274544751
"566","1000","mu",-0.0199414530341918
"567","1000","mu",0.0246677453328137
"568","1000","mu",0.000494367407653918
"569","1000","mu",-0.0237205071808026
"570","1000","mu",0.031030144762819
"571","1000","mu",0.00363813938196689
"572","1000","mu",0.0311880905258554
"573","1000","mu",-0.0123673625870747
"574","1000","mu",0.0143399597132899
"575","1000","mu",0.021505415380391
"576","1000","mu",0.00990347900445966
"577","1000","mu",0.00780182562264859
"578","1000","mu",0.015501311941978
"579","1000","mu",-0.021256153858932
"580","1000","mu",-0.00938168932989623
"581","1000","mu",-0.0267275437296757
"582","1000","mu",0.00820890105497814
"583","1000","mu",-0.0183001727841756
"584","1000","mu",-0.0151680307712141
"585","1000","mu",-0.021991408833713
"586","1000","mu",-0.0298859062437145
"587","1000","mu",0.00827036454010759
"588","1000","mu",-0.0287814172263132
"589","1000","mu",-0.0146149265640016
"590","1000","mu",0.0256242643855496
"591","1000","mu",-0.0100500570268977
"592","1000","mu",-0.00283264486986419
"593","1000","mu",-0.0873013754115367
"594","1000","mu",-0.00445146666580021
"595","1000","mu",0.0117397174036767
"596","1000","mu",-0.0277427328400377
"597","1000","mu",-0.0155734586403241
"598","1000","mu",-0.021858345679021
"599","1000","mu",-0.0252051871363215
"600","1000","mu",0.0217433521325311
"601","1000","omega",1e-12
"602","1000","omega",0.0632876661518538
"603","1000","omega",0.0822759923913721
"604","1000","omega",0.000631555763013165
"605","1000","omega",0.00198014117532836
"606","1000","omega",0.0846743806825327
"607","1000","omega",1e-12
"608","1000","omega",1e-12
"609","1000","omega",1e-12
"610","1000","omega",1e-12
"611","1000","omega",0.0415822440956214
"612","1000","omega",0.0979469930192827
"613","1000","omega",1e-12
"614","1000","omega",0.011409062677198
"615","1000","omega",1e-12
"616","1000","omega",0.0076352880325153
"617","1000","omega",0.0897119757831655
"618","1000","omega",0.0776555144688843
"619","1000","omega",1e-12
"620","1000","omega",1e-12
"621","1000","omega",1e-12
"622","1000","omega",1e-12
"623","1000","omega",0.00580493485270614
"624","1000","omega",0.095956102971548
"625","1000","omega",1e-12
"626","1000","omega",0.122717387963285
"627","1000","omega",1e-12
"628","1000","omega",0.00681126351389789
"629","1000","omega",0.0706148207748908
"630","1000","omega",0.032991053059314
"631","1000","omega",1e-12
"632","1000","omega",1e-12
"633","1000","omega",1e-12
"634","1000","omega",1e-12
"635","1000","omega",0.0159015129947582
"636","1000","omega",1e-12
"637","1000","omega",0.045108243880954
"638","1000","omega",1e-12
"639","1000","omega",0.00890271608764306
"640","1000","omega",0.0783823255207422
"641","1000","omega",0.0828641705377425
"642","1000","omega",0.172341073737574
"643","1000","omega",0.0232208591183515
"644","1000","omega",1e-12
"645","1000","omega",1e-12
"646","1000","omega",0.0360399941544931
"647","1000","omega",0.046171700055445
"648","1000","omega",1e-12
"649","1000","omega",1e-12
"650","1000","omega",0.0488266737081779
"651","1000","omega",0.0236725899435273
"652","1000","omega",0.24087199013426
"653","1000","omega",0.160090856441481
"654","1000","omega",0.115842353226796
"655","1000","omega",1e-12
"656","1000","omega",1e-12
"657","1000","omega",1e-12
"658","1000","omega",0.0789554113028395
"659","1000","omega",1e-12
"660","1000","omega",0.078857530531589
"661","1000","omega",0.00681591037636406
"662","1000","omega",1e-12
"663","1000","omega",1e-12
"664","1000","omega",0.0357296867334094
"665","1000","omega",1e-12
"666","1000","omega",1e-12
"667","1000","omega",1e-12
"668","1000","omega",1e-12
"669","1000","omega",0.0503485806380935
"670","1000","omega",0.0814465616055921
"671","1000","omega",0.0510577651247306
"672","1000","omega",1e-12
"673","1000","omega",1e-12
"674","1000","omega",0.0689545578180977
"675","1000","omega",1e-12
"676","1000","omega",0.0122113089004085
"677","1000","omega",1e-12
"678","1000","omega",0.235066367278324
"679","1000","omega",0.0778658022757769
"680","1000","omega",0.0074396637123127
"681","1000","omega",1e-12
"682","1000","omega",1e-12
"683","1000","omega",1e-12
"684","1000","omega",1e-12
"685","1000","omega",0.0732040520074756
"686","1000","omega",0.0949059494734223
"687","1000","omega",1e-12
"688","1000","omega",1e-12
"689","1000","omega",1e-12
"690","1000","omega",1e-12
"691","1000","omega",1e-12
"692","1000","omega",1e-12
"693","1000","omega",0.0180519718434715
"694","1000","omega",1e-12
"695","1000","omega",0.0360525852777589
"696","1000","omega",1e-12
"697","1000","omega",0.0504974115795243
"698","1000","omega",0.078269937552382
"699","1000","omega",0.0434267277576824
"700","1000","omega",0.0198242638692455
"701","1000","alpha",0.0383331094303375
"702","1000","alpha",0.0438914420071259
"703","1000","alpha",0.0534487741250615
"704","1000","alpha",0.0428485332903995
"705","1000","alpha",0.0634734544588317
"706","1000","alpha",0.103067869595948
"707","1000","alpha",0.046902400463446
"708","1000","alpha",0.0721844797646283
"709","1000","alpha",0.0604520703124803
"710","1000","alpha",0.0351764341537894
"711","1000","alpha",0.0732990755488568
"712","1000","alpha",0.0880902000251632
"713","1000","alpha",0.0483872667347614
"714","1000","alpha",0.0474471419548207
"715","1000","alpha",0.0389768156394453
"716","1000","alpha",0.0473338235071524
"717","1000","alpha",0.0654774012016396
"718","1000","alpha",0.0518596704962414
"719","1000","alpha",0.0719614552413979
"720","1000","alpha",0.0499164057639156
"721","1000","alpha",0.0552265288974056
"722","1000","alpha",0.0392566907168492
"723","1000","alpha",0.0542621380378567
"724","1000","alpha",0.117244966711101
"725","1000","alpha",0.044607440719459
"726","1000","alpha",0.0642273932465785
"727","1000","alpha",0.0516047866408869
"728","1000","alpha",0.0228747245633403
"729","1000","alpha",0.0356843140296055
"730","1000","alpha",0.0587501755276044
"731","1000","alpha",0.0400237365744945
"732","1000","alpha",0.0502473625397743
"733","1000","alpha",0.0707172518613477
"734","1000","alpha",0.0568526468844558
"735","1000","alpha",0.0465562172444608
"736","1000","alpha",0.0494179236986165
"737","1000","alpha",0.0686041895672069
"738","1000","alpha",0.0419379195652217
"739","1000","alpha",0.0590422384931942
"740","1000","alpha",0.0451511268122238
"741","1000","alpha",0.0401569180843819
"742","1000","alpha",0.100437072101
"743","1000","alpha",0.0362958525389618
"744","1000","alpha",0.0692722364989593
"745","1000","alpha",0.0437471275135253
"746","1000","alpha",0.0758696475540372
"747","1000","alpha",0.0449146277835839
"748","1000","alpha",0.0380595600312611
"749","1000","alpha",0.0799022876043589
"750","1000","alpha",0.0472111454401232
"751","1000","alpha",0.0339195388466263
"752","1000","alpha",0.132557089571745
"753","1000","alpha",0.0974757966268885
"754","1000","alpha",0.110255380843397
"755","1000","alpha",0.0337753116144576
"756","1000","alpha",0.0597734039897429
"757","1000","alpha",0.0470614755529959
"758","1000","alpha",0.0585341974827473
"759","1000","alpha",0.0553816800458128
"760","1000","alpha",0.0571883783259348
"761","1000","alpha",0.0441597985211789
"762","1000","alpha",0.0531082397678936
"763","1000","alpha",0.074239476724706
"764","1000","alpha",0.0474873033078177
"765","1000","alpha",0.0619341788221225
"766","1000","alpha",0.0311917630971319
"767","1000","alpha",0.0435280268690708
"768","1000","alpha",0.0577849176260432
"769","1000","alpha",0.083402743644511
"770","1000","alpha",0.127909606246626
"771","1000","alpha",0.076821611430034
"772","1000","alpha",0.044552196917884
"773","1000","alpha",0.0402507273841237
"774","1000","alpha",0.0579157584676429
"775","1000","alpha",0.0252332495295244
"776","1000","alpha",0.0760520747462983
"777","1000","alpha",0.0399649873709888
"778","1000","alpha",0.0985663564217942
"779","1000","alpha",0.0598932918008888
"780","1000","alpha",0.033611532127945
"781","1000","alpha",0.0288696128404854
"782","1000","alpha",0.0418460712561664
"783","1000","alpha",0.0459916439098257
"784","1000","alpha",0.0553874219768231
"785","1000","alpha",0.0491880033258063
"786","1000","alpha",0.0621371968768387
"787","1000","alpha",0.0542670563367463
"788","1000","alpha",0.0499944072337894
"789","1000","alpha",0.0412228176575254
"790","1000","alpha",0.0595875363357684
"791","1000","alpha",0.0560985889170232
"792","1000","alpha",0.0457386810943222
"793","1000","alpha",0.0303881446543005
"794","1000","alpha",0.0777773987808013
"795","1000","alpha",0.0322769772643624
"796","1000","alpha",0.0320874226817298
"797","1000","alpha",0.0758925760892122
"798","1000","alpha",0.0563558518005784
"799","1000","alpha",0.0542987244974105
"800","1000","alpha",0.0372189308246718
"801","1000","beta",0.614575657782633
"802","1000","beta",0.599729170398876
"803","1000","beta",0.522640144433087
"804","1000","beta",0.624931869836679
"805","1000","beta",0.643804874602059
"806","1000","beta",0.501713148213989
"807","1000","beta",0.645303463219478
"808","1000","beta",0.49291744761682
"809","1000","beta",0.638837216097195
"810","1000","beta",0.608077803534144
"811","1000","beta",0.563808436809891
"812","1000","beta",0.561385673182566
"813","1000","beta",0.52344717003674
"814","1000","beta",0.464613213304434
"815","1000","beta",0.450438810469437
"816","1000","beta",0.642314840614384
"817","1000","beta",0.528699009803496
"818","1000","beta",0.574423324531775
"819","1000","beta",0.660792621077195
"820","1000","beta",0.544655219771195
"821","1000","beta",0.513657296228662
"822","1000","beta",0.443832433585169
"823","1000","beta",0.61209559286522
"824","1000","beta",0.54319892275715
"825","1000","beta",0.548222752805812
"826","1000","beta",0.560226009901608
"827","1000","beta",0.609689258886071
"828","1000","beta",0.612941115966043
"829","1000","beta",0.622940623593272
"830","1000","beta",0.582492229637981
"831","1000","beta",0.516153387893622
"832","1000","beta",0.625744891617607
"833","1000","beta",0.448421160704262
"834","1000","beta",0.53313807541945
"835","1000","beta",0.593288432307229
"836","1000","beta",0.573879455989317
"837","1000","beta",0.567622663671554
"838","1000","beta",0.568201387947162
