"","n","parameter","estimation"
"816","1000","beta",0.947950118529674
"817","1000","beta",0.596199567226329
"818","1000","beta",0.7529893118176
"819","1000","beta",0.945441880524837
"820","1000","beta",0.875580877864616
"821","1000","beta",0.765447598057007
"822","1000","beta",0.957259518209961
"823","1000","beta",0.708526555091457
"824","1000","beta",0.943260810936191
"825","1000","beta",0.887607323295442
"826","1000","beta",0.908944105017744
"827","1000","beta",0.868465789773218
"828","1000","beta",0.878686979099093
"829","1000","beta",0.951019811233781
"830","1000","beta",0.930354289012004
"831","1000","beta",0.920838084416842
"832","1000","beta",0.950790111659728
"833","1000","beta",0.927661440139962
"834","1000","beta",0.474372241923722
"835","1000","beta",0.881066091108474
"836","1000","beta",0.89370515026631
"837","1000","beta",0.929562665013816
"838","1000","beta",0.904802812402128
"839","1000","beta",0.68843569153538
"840","1000","beta",0.902213599265237
"841","1000","beta",0.845981929166318
"842","1000","beta",0.892487188542388
"843","1000","beta",0.91814579212364
"844","1000","beta",0.872330838491267
"845","1000","beta",0.923375002308457
"846","1000","beta",0.50795933861589
"847","1000","beta",0.882494596187629
"848","1000","beta",0.937335066349792
"849","1000","beta",0.854690914243943
"850","1000","beta",0.896133446702493
"851","1000","beta",0.886095991206144
"852","1000","beta",0.812511714183931
"853","1000","beta",0.858910702059239
"854","1000","beta",0.857443476170914
"855","1000","beta",0.912119121849938
"856","1000","beta",0.822488276747886
"857","1000","beta",0.948160564060354
"858","1000","beta",0.833505806210357
"859","1000","beta",0.939850861061554
"860","1000","beta",0.884527905261126
"861","1000","beta",0.857421023546398
"862","1000","beta",0.928288346544542
"863","1000","beta",0.861419916296827
"864","1000","beta",0.920255544314802
"865","1000","beta",0.873588644053309
"866","1000","beta",0.826693889435999
"867","1000","beta",0.912142432910307
"868","1000","beta",0.875755910190504
"869","1000","beta",0.65446341349793
"870","1000","beta",0.892004571418855
"871","1000","beta",0.912853677563636
"872","1000","beta",0.899596744576754
"873","1000","beta",0.764663576895369
"874","1000","beta",0.889020082890493
"875","1000","beta",0.922427502158232
"876","1000","beta",0.847103574184384
"877","1000","beta",0.781419611131951
"878","1000","beta",0.911301864822424
"879","1000","beta",0.851152162683515
"880","1000","beta",0.925806965883998
"881","1000","beta",0.851228931721208
"882","1000","beta",0.866808863661376
"883","1000","beta",0.828612606141647
"884","1000","beta",0.904221709242673
"885","1000","beta",0.820731029731593
"886","1000","beta",0.932065236318476
"887","1000","beta",0.917437645338225
"888","1000","beta",0.74093048095691
"889","1000","beta",0.629562556567248
"890","1000","beta",0.875211750386243
"891","1000","beta",0.902193587960275
"892","1000","beta",0.946541580513788
"893","1000","beta",0.938529648806286
"894","1000","beta",0.969772474644266
"895","1000","beta",0.954546592384242
"896","1000","beta",0.921072062136037
"897","1000","beta",0.91408882729819
"898","1000","beta",0.902721991059965
"899","1000","beta",0.867966084765702
"900","1000","beta",0.846296079239811
"901","1000","theta",0.0387953152858554
"902","1000","theta",-0.149971678687216
"903","1000","theta",0.0102992458146063
"904","1000","theta",5.18778812302217e-05
"905","1000","theta",0.0951518592980296
"906","1000","theta",-0.0300818110489454
"907","1000","theta",-0.148539831814308
"908","1000","theta",0.135963276880051
"909","1000","theta",0.12603013280298
"910","1000","theta",0.230406386524191
"911","1000","theta",0.104826579317053
"912","1000","theta",-0.101087708402352
"913","1000","theta",-0.0448272866407732
"914","1000","theta",-0.0768551962913128
"915","1000","theta",0.293488004703011
"916","1000","theta",0.111254114505908
"917","1000","theta",0.0556064884005195
"918","1000","theta",0.100366184444956
"919","1000","theta",0.0280962181061896
"920","1000","theta",-0.219615028693481
"921","1000","theta",0.0552256214667374
"922","1000","theta",0.14071503261792
"923","1000","theta",-0.26197400692352
"924","1000","theta",-0.0189693958438948
"925","1000","theta",0.1888285603764
"926","1000","theta",0.00488938246916462
"927","1000","theta",-0.117222587710202
"928","1000","theta",-0.195129423703509
"929","1000","theta",-0.00785547217874431
"930","1000","theta",0.0947943512094731
"931","1000","theta",-0.311003300174963
"932","1000","theta",-0.2936766066799
"933","1000","theta",-0.164919634161548
"934","1000","theta",0.0926117605011667
"935","1000","theta",0.0135545969738732
"936","1000","theta",0.00163153039144287
"937","1000","theta",0.0232444259335528
"938","1000","theta",0.0850936237808809
"939","1000","theta",0.0365833026880921
"940","1000","theta",0.320064846955754
"941","1000","theta",0.085790911903823
"942","1000","theta",-0.720223693643647
"943","1000","theta",0.0837229111099256
"944","1000","theta",-0.1157268893976
"945","1000","theta",-0.0561840476045237
"946","1000","theta",-0.192816556671255
"947","1000","theta",-0.0192738211741975
"948","1000","theta",-0.0287927507318843
"949","1000","theta",-0.0299093519729579
"950","1000","theta",0.151812727960374
"951","1000","theta",-0.00138802348152947
"952","1000","theta",-0.000250757370302385
"953","1000","theta",-0.00639876290023216
"954","1000","theta",0.0118797361723694
"955","1000","theta",0.0612625454322411
"956","1000","theta",0.268950038844525
"957","1000","theta",-0.123551707788927
"958","1000","theta",-0.135881461183179
"959","1000","theta",0.00118291145845585
"960","1000","theta",-0.238790692654324
"961","1000","theta",0.0172578132515584
"962","1000","theta",-0.385127728118703
"963","1000","theta",0.297782493677418
"964","1000","theta",-0.287679461110714
"965","1000","theta",-0.0254866898613691
"966","1000","theta",-3
"967","1000","theta",-0.0187181421352868
"968","1000","theta",-0.0271897411044601
"969","1000","theta",0.0819008497851833
"970","1000","theta",0.0221149260655448
"971","1000","theta",0.104640159412281
"972","1000","theta",-0.0625030706709163
"973","1000","theta",0.132291885510578
"974","1000","theta",-0.207570743421001
"975","1000","theta",-0.0618554470840317
"976","1000","theta",-0.0922561542960112
"977","1000","theta",-0.0365447100718344
"978","1000","theta",0.0773851450949635
"979","1000","theta",0.272646073116878
"980","1000","theta",0.157662472037807
"981","1000","theta",-0.0221690506241252
"982","1000","theta",0.0247929453047966
"983","1000","theta",-0.0627152118830775
"984","1000","theta",0.0589096798694427
"985","1000","theta",-0.096973626978639
"986","1000","theta",-0.197407012754898
"987","1000","theta",0.230742907750126
"988","1000","theta",-0.0341084261763602
"989","1000","theta",-0.0150742516140281
"990","1000","theta",0.0749416025646701
"991","1000","theta",-0.051082232612201
"992","1000","theta",-0.0900982366209069
"993","1000","theta",0.00217188525980566
"994","1000","theta",-0.0399409668558543
"995","1000","theta",-0.207947780023267
"996","1000","theta",-0.0509399180173558
"997","1000","theta",0.0222575773048016
"998","1000","theta",0.09504517152752
"999","1000","theta",-0.0328376943561577
"1000","1000","theta",0.0634724428338439
